 ,Area,Mean,Min,Max,Length,file
1,0.078,102.622,77.081,130.055,0.636,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
2,0.297,37.824,21.254,77.133,2.524,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
3,0.336,50.430,18.565,113.013,2.911,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
4,0.336,54.431,30.938,103.993,2.921,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
5,0.052,45.990,28.781,66.361,0.420,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
6,0.465,56.305,28.644,80.377,4.055,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
7,0.090,72.960,44.492,103.391,0.749,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
8,0.336,45.646,26.774,99.796,2.894,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
9,0.078,52.842,38.321,89.217,0.679,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
10,0.090,46.740,32.003,67.984,0.706,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
11,0.284,51.231,31.020,88.208,2.505,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
12,0.388,57.051,32.066,114.666,3.366,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
13,0.090,57.489,51.238,64.310,0.741,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
14,0.039,53.275,43.778,63.862,0.321,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
15,0.155,42.301,27.839,76.596,1.283,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
16,0.052,55.586,33.323,77.092,0.345,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
17,0.129,85.446,27.614,128.924,1.051,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
18,0.194,52.508,23.621,79.905,1.646,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
19,0.349,65.164,34.075,144.234,3.021,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
20,0.788,45.632,20.164,142.320,6.958,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
21,0.258,33.835,22.147,58.832,2.258,4b8e8cbd-67f4-4098-9a82-c12bdfee684a.tif
