 ,Area,Mean,Min,Max,Length,file
1,0.168,161.874,69.099,240.870,1.408,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
2,0.310,88.970,44.254,174.698,2.653,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
3,0.556,93.945,46.799,145.156,4.861,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
4,0.181,116.323,54.405,193.515,1.538,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
5,0.310,120.017,68.230,229.390,2.625,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
6,1.008,81.176,47.450,173.891,8.765,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
7,0.181,68.322,34.342,163.484,1.521,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
8,0.258,97.185,25.217,190.876,2.210,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
9,0.168,95.995,56.488,148.054,1.453,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
10,0.052,128.547,71.629,166.822,0.361,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
11,0.103,91.110,71.203,100.933,0.867,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
12,0.155,88.202,61.071,144.747,1.366,6b577f0d-4703-48f9-93cd-abf82816d8d5.tif
