 ,Area,Mean,Min,Max,Length,file
1,0.103,5.919,3.746,9.333,0.844,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
2,0.181,7.163,4.768,9.737,1.585,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
3,0.271,5.630,2.008,9.695,2.384,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
4,0.065,8.601,3.559,11.933,0.455,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
5,0.194,6.368,3.702,11.619,1.682,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
6,0.220,7.855,5.026,14.436,1.873,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
7,0.168,6.956,5.061,10.773,1.379,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
8,0.659,5.071,2.010,13.021,5.812,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
9,0.052,7.844,4.193,9.815,0.425,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
10,0.090,4.795,3.633,6.088,0.752,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
11,0.129,5.085,2.873,7.624,1.082,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
12,0.556,4.280,2.085,8.986,4.795,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
13,0.517,5.493,2.079,13.167,4.503,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
14,0.530,4.549,2.429,10.556,4.639,401b2466-3ca9-4c8d-a022-679ed88402fd.tif
