 ,Area,Mean,Min,Max,Length,file
1,0.103,189.816,127.787,234.671,0.897,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
2,0.103,173.545,114.822,221.327,0.889,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
3,0.246,125.457,76.585,182.041,2.064,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
4,0.478,102.589,47.994,183.855,4.154,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
5,0.323,106.412,71.984,168.256,2.830,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
6,0.039,136.838,88.221,178.565,0.242,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
7,0.517,83.415,55.212,125.859,4.496,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
8,0.246,117.876,67.396,208.825,2.102,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
9,0.065,166.922,136.060,183.514,0.559,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
10,0.284,121.136,70.414,246.757,2.475,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
11,0.220,223.670,134.729,249.459,1.833,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
12,0.052,154.604,119.687,174.203,0.431,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
13,0.078,200.183,78.252,252.080,0.575,0de2be34-a2e5-488c-8700-0c7983de8e32.tif
