 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_98296825-260c-4258-8065-38913d04025d.tif:cell body:1,103.839,292.755,135.319,128.859,112.000,776.000,0.000,0.000,30399.482,291.000,588144.000,0,0.000
2,SUM_98296825-260c-4258-8065-38913d04025d.tif:nucleus:1,48.069,381.400,90.809,386.980,202.000,776.000,0.000,0.000,18333.532,366.500,354702.000,0,0.000
3,SUM_98296825-260c-4258-8065-38913d04025d.tif:cytoplasm:1,55.770,216.350,119.916,121.967,112.000,679.000,0.000,0.000,12065.950,169.000,233442.000,0,0.000
4,SUM_98296825-260c-4258-8065-38913d04025d.tif:dendrite 1:1,0.000,111.000,0.000,111.000,111.000,111.000,48.918,86.961,5.737,111.000,111.000,1,0.000
5,SUM_98296825-260c-4258-8065-38913d04025d.tif:dendrite 1 background:1,0.000,111.000,0.000,111.000,111.000,111.000,51.191,89.234,5.737,111.000,111.000,1,0.000
6,SUM_98296825-260c-4258-8065-38913d04025d.tif:dendrite 2:1,0.000,111.000,0.000,111.000,111.000,111.000,48.918,86.961,5.737,111.000,111.000,1,0.000
7,SUM_98296825-260c-4258-8065-38913d04025d.tif:dendrite 2 background:1,0.000,111.000,0.000,111.000,111.000,111.000,51.191,89.234,5.737,111.000,111.000,1,0.000
8,SUM_98296825-260c-4258-8065-38913d04025d.tif:dendrite 3:1,0.000,111.000,0.000,111.000,111.000,111.000,48.918,86.961,5.737,111.000,111.000,1,0.000
9,SUM_98296825-260c-4258-8065-38913d04025d.tif:dendrite 3 background:1,0.000,111.000,0.000,111.000,111.000,111.000,51.191,89.234,5.737,111.000,111.000,1,0.000
10,SUM_98296825-260c-4258-8065-38913d04025d.tif:AIS:1,1.551,202.246,14.563,195.635,165.370,231.310,0.000,0.000,313.606,201.051,6067.390,0,6.647
11,SUM_98296825-260c-4258-8065-38913d04025d.tif:AIS background:1,1.551,114.484,1.552,114.200,111.009,118.679,0.000,0.000,177.521,114.543,3434.532,0,6.647
12,SUM_98296825-260c-4258-8065-38913d04025d.tif:axon:1,4.807,213.600,26.939,180.500,163.995,273.741,0.000,0.000,1026.754,210.510,19864.782,0,21.132
13,SUM_98296825-260c-4258-8065-38913d04025d.tif:axon background:1,4.807,114.037,1.668,113.855,111.515,119.663,0.000,0.000,548.167,113.829,10605.481,0,21.132
14,SUM_98296825-260c-4258-8065-38913d04025d.tif:growth cone:1,89.884,136.127,29.337,115.684,111.000,329.000,0.000,0.000,12235.587,124.000,236724.000,0,0.000
15,SUM_98296825-260c-4258-8065-38913d04025d.tif:growth cone background:1,89.884,112.716,3.160,111.162,111.000,194.000,0.000,0.000,10131.352,112.000,196013.000,0,0.000
