 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:cell body:1,186.229,545.019,307.927,190.627,135.000,1634.000,0.000,0.000,101498.246,466.000,1963704.000,0,0.000
2,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:nucleus:1,73.861,630.149,211.586,733.777,235.000,1493.000,0.000,0.000,46543.392,613.000,900483.000,0,0.000
3,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:cytoplasm:1,112.368,489.062,346.201,190.627,135.000,1634.000,0.000,0.000,54954.854,357.000,1063221.000,0,0.000
4,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:dendrite 1:1,0.000,128.000,0.000,128.000,128.000,128.000,60.361,57.974,6.616,128.000,128.000,1,0.000
5,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:dendrite 1 background:1,0.000,151.000,0.000,151.000,151.000,151.000,62.634,60.247,7.805,151.000,151.000,1,0.000
6,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:dendrite 2:1,0.000,128.000,0.000,128.000,128.000,128.000,60.361,57.974,6.616,128.000,128.000,1,0.000
7,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:dendrite 2 background:1,0.000,151.000,0.000,151.000,151.000,151.000,62.634,60.247,7.805,151.000,151.000,1,0.000
8,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:dendrite 3:1,0.000,128.000,0.000,128.000,128.000,128.000,60.361,57.974,6.616,128.000,128.000,1,0.000
9,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:dendrite 3 background:1,0.000,151.000,0.000,151.000,151.000,151.000,62.634,60.247,7.805,151.000,151.000,1,0.000
10,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:AIS:1,3.050,611.733,172.656,416.406,392.162,983.250,0.000,0.000,1865.505,597.921,36092.244,0,13.268
11,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:AIS background:1,3.050,134.617,6.052,132.358,123.612,158.872,0.000,0.000,410.522,132.998,7942.431,0,13.268
12,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:axon:1,17.470,435.353,131.425,385.145,229.148,975.601,0.000,0.000,7605.724,405.583,147149.249,0,76.831
13,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:axon background:1,17.470,138.259,16.959,132.530,122.761,239.069,0.000,0.000,2415.417,133.922,46731.489,0,76.831
14,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:growth cone:1,27.704,289.709,123.735,166.963,127.000,680.000,0.000,0.000,8026.186,252.000,155284.000,0,0.000
15,SUM_86ea748f-0ec0-488f-a24c-a74dd5734407.tif:growth cone background:1,27.704,133.642,8.870,127.998,120.000,185.000,0.000,0.000,3702.453,132.000,71632.000,0,0.000
