 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:cell body:1,112.316,535.298,210.454,475.395,162.000,1300.000,0.000,0.000,60122.586,510.000,1163202.000,0,0.000
2,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:nucleus:1,43.676,603.237,162.237,474.594,324.000,1300.000,0.000,0.000,26346.745,577.000,509735.000,0,0.000
3,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:cytoplasm:1,68.641,492.069,225.708,308.170,162.000,1279.000,0.000,0.000,33775.841,438.500,653467.000,0,0.000
4,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:dendrite 1:1,1.292,221.738,43.177,181.786,174.530,294.367,0.000,0.000,286.524,200.214,5543.438,0,5.495
5,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:dendrite 1 background:1,1.292,134.212,1.027,133.497,132.592,136.300,0.000,0.000,173.426,134.000,3355.298,0,5.495
6,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:dendrite 2:1,0.000,132.000,0.000,132.000,132.000,132.000,35.921,107.820,6.823,132.000,132.000,1,0.000
7,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:dendrite 2 background:1,0.000,132.000,0.000,132.000,132.000,132.000,38.194,110.093,6.823,132.000,132.000,1,0.000
8,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:dendrite 3:1,0.000,132.000,0.000,132.000,132.000,132.000,35.921,107.820,6.823,132.000,132.000,1,0.000
9,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:dendrite 3 background:1,0.000,132.000,0.000,132.000,132.000,132.000,38.194,110.093,6.823,132.000,132.000,1,0.000
10,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:AIS:1,2.326,321.193,60.472,274.039,243.418,484.622,0.000,0.000,747.070,303.053,14453.692,0,10.012
11,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:AIS background:1,2.326,135.548,2.599,134.688,132.000,145.360,0.000,0.000,315.275,134.895,6099.677,0,10.012
12,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:axon:1,13.387,253.854,50.868,225.977,184.554,475.081,0.000,0.000,3398.337,244.047,65748.205,0,58.736
13,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:axon background:1,13.387,135.609,4.040,133.015,132.000,162.556,0.000,0.000,1815.400,134.506,35122.851,0,58.736
14,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:growth cone:1,48.638,255.254,77.697,198.385,138.000,857.000,0.000,0.000,12414.941,246.000,240194.000,0,0.000
15,SUM_faa1dd08-fa3a-4670-ab1d-28f1d06bfd29.tif:growth cone background:1,48.638,133.857,1.870,132.025,132.000,145.000,0.000,0.000,6510.461,133.000,125959.000,0,0.000
