 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:cell body:1,71.793,467.847,263.711,161.543,134.000,1416.000,0.000,0.000,33588.320,425.000,649839.000,0,0.000
2,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:nucleus:1,35.612,563.134,200.916,421.582,175.000,1185.000,0.000,0.000,20054.559,519.000,387999.000,0,0.000
3,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:cytoplasm:1,36.181,374.057,283.905,161.543,134.000,1416.000,0.000,0.000,13533.761,239.000,261840.000,0,0.000
4,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:dendrite 1:1,0.000,126.000,0.000,126.000,126.000,126.000,51.551,104.751,6.513,126.000,126.000,1,0.000
5,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:dendrite 1 background:1,0.000,127.000,0.000,127.000,127.000,127.000,53.825,107.024,6.564,127.000,127.000,1,0.000
6,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:dendrite 2:1,0.000,126.000,0.000,126.000,126.000,126.000,51.551,104.751,6.513,126.000,126.000,1,0.000
7,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:dendrite 2 background:1,0.000,127.000,0.000,127.000,127.000,127.000,53.825,107.024,6.564,127.000,127.000,1,0.000
8,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:dendrite 3:1,0.000,126.000,0.000,126.000,126.000,126.000,51.551,104.751,6.513,126.000,126.000,1,0.000
9,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:dendrite 3 background:1,0.000,127.000,0.000,127.000,127.000,127.000,53.825,107.024,6.564,127.000,127.000,1,0.000
10,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:AIS:1,6.874,227.399,28.128,216.445,178.043,308.255,0.000,0.000,1563.230,224.972,30244.072,0,30.259
11,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:AIS background:1,6.874,127.724,2.411,127.247,123.348,138.132,0.000,0.000,878.022,127.270,16987.245,0,30.259
12,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:axon:1,22.536,191.286,32.838,172.442,138.310,307.975,0.000,0.000,4310.753,185.739,83400.884,0,99.108
13,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:axon background:1,22.536,126.939,3.803,125.694,123.087,181.110,0.000,0.000,2860.653,126.322,55345.550,0,99.108
14,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:growth cone:1,46.673,148.907,22.605,133.023,124.000,256.000,0.000,0.000,6950.008,141.000,134463.000,0,0.000
15,SUM_2ae467ea-f125-45dd-ad9e-e02082e5c2df.tif:growth cone background:1,46.673,125.649,2.251,125.020,123.000,145.000,0.000,0.000,5864.475,125.000,113461.000,0,0.000
