 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:cell body:1,5.841,290.981,72.657,250.872,168.465,594.651,0.000,0.000,1699.518,276.821,32880.871,0,25.755
2,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:nucleus:1,26.671,748.130,290.335,466.055,324.000,1600.000,0.000,0.000,19953.046,673.500,386035.000,0,0.000
3,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:cytoplasm:1,5.996,287.991,101.394,177.641,155.000,659.000,0.000,0.000,1726.712,262.500,33407.000,0,0.000
4,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:dendrite 1:1,0.000,205.000,0.000,205.000,205.000,205.000,71.539,95.789,10.596,205.000,205.000,2,0.000
5,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:dendrite 1 background:1,0.000,200.000,0.000,200.000,200.000,200.000,73.812,98.063,10.337,200.000,200.000,2,0.000
6,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:dendrite 2:1,0.000,205.000,0.000,205.000,205.000,205.000,71.539,95.789,10.596,205.000,205.000,2,0.000
7,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:dendrite 2 background:1,0.000,200.000,0.000,200.000,200.000,200.000,73.812,98.063,10.337,200.000,200.000,2,0.000
8,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:dendrite 3:1,0.000,205.000,0.000,205.000,205.000,205.000,71.539,95.789,10.596,205.000,205.000,2,0.000
9,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:dendrite 3 background:1,0.000,200.000,0.000,200.000,200.000,200.000,73.812,98.063,10.337,200.000,200.000,2,0.000
10,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:AIS:1,3.515,295.874,43.274,239.119,238.690,458.706,0.000,0.000,1039.916,286.303,20119.438,0,15.311
11,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:AIS background:1,3.515,102.420,1.819,101.984,99.323,108.000,0.000,0.000,359.977,101.999,6964.538,0,15.311
12,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:axon:1,19.228,230.324,54.911,201.973,153.350,623.064,0.000,0.000,4428.573,216.647,85680.363,0,84.467
13,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:axon background:1,19.228,104.550,11.681,101.575,99.000,245.497,0.000,0.000,2010.249,102.000,38892.637,0,84.467
14,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:growth cone:1,26.257,212.557,62.270,185.426,115.000,413.000,0.000,0.000,5581.126,207.000,107979.000,0,0.000
15,SUM_0e76ea4a-80f1-4810-b4eb-011e66cc136e.tif:growth cone background:1,26.257,104.835,30.879,100.170,99.000,698.000,0.000,0.000,2752.650,101.000,53256.000,0,0.000
