 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_caaf0312-95da-49ac-b45d-14eba34be18d.tif:growth cone:1,49.981,329.762,135.029,232.645,130,1052,16481.996,299,318880
2,SUM_caaf0312-95da-49ac-b45d-14eba34be18d.tif:growth cone background:1,49.981,112.997,3.363,111.947,108,151,5647.751,112,109268
