 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:cell body:1,106.631,974.343,615.530,233.891,122.000,2850.000,0.000,0.000,103894.721,936.000,2010069.000,0,0.000
2,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:nucleus:1,72.879,1226.513,389.636,955.711,572.000,2640.000,0.000,0.000,89386.864,1176.000,1729383.000,0,0.000
3,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:cytoplasm:1,66.211,699.502,575.931,233.891,122.000,2850.000,0.000,0.000,46314.883,496.000,896062.000,0,0.000
4,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:dendrite 1:1,0.000,121.000,0.000,121.000,121.000,121.000,43.196,37.512,6.254,121.000,121.000,1,0.000
5,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:dendrite 1 background:1,0.000,129.000,0.000,129.000,129.000,129.000,45.470,39.786,6.668,129.000,129.000,1,0.000
6,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:dendrite 2:1,0.000,121.000,0.000,121.000,121.000,121.000,43.196,37.512,6.254,121.000,121.000,1,0.000
7,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:dendrite 2 background:1,0.000,129.000,0.000,129.000,129.000,129.000,45.470,39.786,6.668,129.000,129.000,1,0.000
8,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:dendrite 3:1,0.000,121.000,0.000,121.000,121.000,121.000,43.196,37.512,6.254,121.000,121.000,1,0.000
9,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:dendrite 3 background:1,0.000,129.000,0.000,129.000,129.000,129.000,45.470,39.786,6.668,129.000,129.000,1,0.000
10,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:AIS:1,8.787,519.673,194.978,447.997,376.549,1839.809,0.000,0.000,4566.270,484.663,88344.402,0,38.543
11,SUM_959972a8-ca84-4a6d-9480-f83fcdae75fc.tif:AIS background:1,8.787,138.414,100.302,119.112,117.254,1068.555,0.000,0.000,1216.219,121.142,23530.403,0,38.543
