 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_SLC38A1_1_soma.tif:cell body:1,147.722,90.865,54.108,29.000,10.000,198.000,0.000,0.000,13422.789,80.000,259693.000,0,0.000
2,MAX_SLC38A1_1_soma.tif:nucleus:1,45.588,149.573,20.808,154.000,55.000,198.000,0.000,0.000,6818.723,153.000,131923.000,0,0.000
3,MAX_SLC38A1_1_soma.tif:cytoplasm:1,102.134,64.661,42.613,29.000,10.000,198.000,0.000,0.000,6604.066,52.000,127770.000,0,0.000
4,MAX_SLC38A1_1_soma.tif:dendrite 1:1,3.411,27.849,4.708,20.787,19.146,37.018,0.000,0.000,95.004,28.110,1838.056,0,14.958
5,MAX_SLC38A1_1_soma.tif:dendrite 1 background:1,3.411,13.206,2.612,14.595,7.674,23.423,0.000,0.000,45.050,12.961,871.598,0,14.958
6,MAX_SLC38A1_1_soma.tif:dendrite 2:1,4.962,31.182,8.098,29.266,15.537,67.605,0.000,0.000,154.725,29.477,2993.485,0,21.651
7,MAX_SLC38A1_1_soma.tif:dendrite 2 background:1,4.962,11.552,2.069,10.251,7.734,18.042,0.000,0.000,57.323,11.466,1109.039,0,21.651
8,MAX_SLC38A1_1_soma.tif:dendrite 3:1,0.000,8.000,0.000,8.000,8.000,8.000,108.256,33.989,0.413,8.000,8.000,1,0.000
9,MAX_SLC38A1_1_soma.tif:dendrite 3 background:1,0.000,11.000,0.000,11.000,11.000,11.000,110.529,36.262,0.569,11.000,11.000,1,0.000
10,MAX_SLC38A1_1_soma.tif:AIS:1,4.859,71.560,9.095,63.327,56.162,102.599,0.000,0.000,347.679,69.445,6726.604,0,21.340
11,MAX_SLC38A1_1_soma.tif:AIS background:1,4.859,12.817,2.471,10.230,8.588,21.133,0.000,0.000,62.270,12.352,1204.756,0,21.340
