 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_SLC38A1_4_BOTH.tif:cell body:1,89.212,99.352,39.252,116.000,12.000,194.000,0.000,0.000,8863.363,108.000,171481.000,0,0.000
2,MAX_SLC38A1_4_BOTH.tif:nucleus:1,42.332,124.142,21.309,143.000,50.000,177.000,0.000,0.000,5255.135,128.000,101672.000,0,0.000
3,MAX_SLC38A1_4_BOTH.tif:cytoplasm:1,46.880,76.967,38.293,33.000,12.000,194.000,0.000,0.000,3608.228,72.000,69809.000,0,0.000
4,MAX_SLC38A1_4_BOTH.tif:dendrite 1:1,10.286,21.293,6.709,15.668,9.128,42.951,0.000,0.000,219.019,20.294,4237.404,0,45.108
5,MAX_SLC38A1_4_BOTH.tif:dendrite 1 background:1,10.286,10.529,1.971,8.975,7.000,17.873,0.000,0.000,108.294,10.141,2095.180,0,45.108
6,MAX_SLC38A1_4_BOTH.tif:dendrite 2:1,2.016,27.868,4.817,23.196,18.742,39.664,0.000,0.000,56.176,27.386,1086.855,0,8.756
7,MAX_SLC38A1_4_BOTH.tif:dendrite 2 background:1,2.016,10.426,1.527,10.017,6.989,13.643,0.000,0.000,21.017,10.442,406.627,0,8.756
8,MAX_SLC38A1_4_BOTH.tif:dendrite 3:1,0.000,9.000,0.000,9.000,9.000,9.000,74.229,88.779,0.465,9.000,9.000,1,0.000
9,MAX_SLC38A1_4_BOTH.tif:dendrite 3 background:1,0.000,9.000,0.000,9.000,9.000,9.000,76.503,91.053,0.465,9.000,9.000,1,0.000
10,MAX_SLC38A1_4_BOTH.tif:AIS:1,3.411,72.972,12.537,59.947,50.130,109.263,0.000,0.000,248.934,71.234,4816.167,0,14.889
11,MAX_SLC38A1_4_BOTH.tif:AIS background:1,3.411,11.570,2.345,9.598,7.123,21.357,0.000,0.000,39.469,11.523,763.618,0,14.889
12,MAX_SLC38A1_4_BOTH.tif:axon:1,15.144,61.698,14.647,58.696,34.676,127.146,0.000,0.000,934.381,60.890,18077.624,0,66.436
13,MAX_SLC38A1_4_BOTH.tif:axon background:1,15.144,11.415,2.368,10.729,6.535,25.881,0.000,0.000,172.879,10.904,3344.720,0,66.436
14,MAX_SLC38A1_4_BOTH.tif:growth cone:1,36.233,27.740,12.238,24.000,8.000,86.000,0.000,0.000,1005.108,25.000,19446.000,0,0.000
15,MAX_SLC38A1_4_BOTH.tif:growth cone background:1,36.233,9.792,2.731,9.000,5.000,37.000,0.000,0.000,354.781,9.000,6864.000,0,0.000
