 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SLC38A1_1_GC.tif:growth cone:1,201.735,28.779,16.657,19,6,121,5805.810,23,112326
2,MAX_SLC38A1_1_GC.tif:growth cone background:1,201.735,12.457,3.554,11,4,41,2512.977,12,48619
