 ,Area,Mean,Min,Max,Length,file
1,0.051,13711.035,10630.387,16791.684,0.502,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
2,0.077,19128.587,14022.636,23594.010,1.825,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
3,0.102,14352.275,11794.142,16616.100,2.784,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
4,0.077,16772.732,12731.791,20516.326,1.683,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
5,0.077,16888.248,12717.143,19607.811,1.523,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
6,0.102,19199.851,14959.273,23891.389,3.220,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
7,0.077,13977.601,10651.368,18754.291,2.347,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
8,0.051,14879.458,9382.429,20376.488,0.578,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
9,0.026,17846.502,17846.502,17846.502,0.359,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
10,0.026,14722.949,14722.949,14722.949,0.401,69f72f2e-01ff-4d0d-bc24-670a4741c90a.tif
