 ,Area,Mean,Min,Max,Length,file
1,0.102,11143.793,6213.394,13820.292,2.874,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
2,0.102,9128.205,5472.628,14087.033,3.062,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
3,0.128,7579.272,5552.409,12700.796,4.154,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
4,0.077,9986.780,5469.745,15005.782,2.367,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
5,0.026,11168.478,11168.478,11168.478,0.421,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
6,0.051,10063.083,7683.942,12442.224,0.690,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
7,0.128,8924.522,7041.158,11829.256,3.758,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
8,0.102,10223.870,5798.193,14480.828,2.695,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
9,0.128,9583.484,7132.563,14316.353,3.806,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
10,0.077,12396.588,10305.965,14766.168,1.627,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
11,0.077,8898.132,7726.987,10503.749,1.682,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
12,0.026,15023.284,15023.284,15023.284,0.206,b41f1cde-09dc-4f96-a999-866cc80790c5.tif
