 ,Area,Mean,Min,Max,Length,file
1,0.051,6628.577,5113.551,8143.602,1.042,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
2,0.026,8923.919,8923.919,8923.919,0.407,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
3,0.102,7428.188,4013.106,10728.821,2.663,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
4,0.179,6128.868,4124.207,11046.699,5.519,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
5,0.077,5580.999,4517.989,6633.247,1.919,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
6,0.102,7032.148,4224.499,11883.815,3.194,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
7,0.102,5918.225,4161.739,8896.556,2.772,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
8,0.077,6903.610,5218.413,8011.379,1.624,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
9,0.026,11916.523,11916.523,11916.523,0.204,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
10,0.026,9240.598,9240.598,9240.598,0.204,f9d011f3-c828-426c-8168-cdbc2d9124e3.tif
