 ,Area,Mean,Min,Max,Length,file
1,0.026,40328.355,40328.355,40328.355,0.454,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
2,0.051,50442.021,35651.785,65232.258,1.077,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
3,0.051,27219.391,18845.230,35593.551,1.060,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
4,0.026,56745.484,56745.484,56745.484,0.369,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
5,0.026,63539.949,63539.949,63539.949,0.254,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
6,0.051,34690.040,21452.568,47927.512,1.150,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
7,0.051,45226.772,25013.678,65439.867,1.253,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
8,0.051,42786.269,24751.408,60821.129,1.328,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
9,0.128,25698.062,12820.173,40379.766,3.961,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
10,0.154,33765.589,17631.455,63618.012,4.887,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
11,0.026,60945.590,60945.590,60945.590,0.205,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
12,0.026,58665.465,58665.465,58665.465,0.255,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
13,0.026,45735.348,45735.348,45735.348,0.331,c46f6833-886a-48ed-a89c-0242ca19d3b1.tif
