 ,Area,Mean,Min,Max,Length,file
1,0.128,29091.074,20525.619,45724.961,3.786,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
2,0.077,36361.494,21381.010,50183.219,1.949,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
3,0.051,45641.856,30238.662,61045.051,1.319,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
4,0.051,39132.537,19751.195,58513.879,1.076,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
5,0.077,27784.757,15027.516,46660.570,2.230,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
6,0.154,33302.281,16656.121,60017.098,4.548,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
7,0.051,35911.601,23237.994,48585.207,1.464,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
8,0.102,28424.934,17878.381,54597.113,3.223,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
9,0.077,38132.820,25840.852,57583.277,1.853,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
10,0.051,47189.070,28843.141,65535.000,1.091,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
11,0.102,42159.799,27512.525,60836.582,2.564,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
12,0.051,42523.046,29259.111,55786.980,1.017,89f28b9e-5fea-45d2-8275-d6bd04e3b90e.tif
