 ,Area,Mean,Min,Max,Length,file
1,0.102,21513.246,15535.059,26745.082,2.702,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
2,0.102,18194.268,16353.739,21872.943,2.554,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
3,0.077,17647.797,11896.413,25271.588,1.523,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
4,0.077,18724.273,11481.051,22961.953,2.067,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
5,0.051,18438.873,14036.906,22840.840,1.446,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
6,0.077,24254.087,22131.945,26584.975,1.764,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
7,0.051,27513.568,25943.371,29083.766,1.130,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
8,0.051,27104.643,15231.263,38978.023,1.452,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
9,0.026,48556.078,48556.078,48556.078,0.387,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
10,0.154,12656.993,7738.645,24205.283,4.926,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
11,0.077,21142.796,18082.838,27073.311,2.188,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
12,0.102,18900.355,12898.660,33480.211,3.243,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
13,0.051,17517.884,14948.213,20087.555,1.401,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
14,0.051,20483.141,14758.703,26207.578,0.543,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
15,0.026,28476.975,28476.975,28476.975,0.485,ad31da74-ff2b-4082-a186-529e0f0aeb95.tif
