 ,Area,Mean,Min,Max,Length,file
1,0.128,25082.187,12752.062,61538.965,3.947,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
2,0.102,18320.807,8845.539,27819.943,2.766,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
3,0.102,25433.033,10781.922,51597.727,2.616,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
4,0.077,22514.213,14611.288,36859.273,2.442,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
5,0.051,29782.073,13236.333,46327.812,0.967,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
6,0.051,28513.896,20036.617,36991.176,0.671,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
7,0.154,24560.408,9491.394,40235.848,4.503,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
8,0.077,28670.450,21278.674,42747.555,2.211,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
9,0.077,29902.408,15270.893,47348.258,1.846,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
10,0.102,25428.401,12261.738,38040.703,2.913,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
11,0.128,22760.388,13837.202,41940.492,4.036,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
12,0.026,45563.613,45563.613,45563.613,0.457,985e236e-6a7c-4a5c-bfd3-6ddbe04cd40f.tif
