 ,Area,Mean,Min,Max,Length,file
1,0.051,10966.320,6866.116,15066.524,1.150,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
2,0.051,8925.729,6203.033,11648.426,0.781,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
3,0.051,12707.256,7192.562,18221.951,0.832,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
4,0.077,7098.183,4520.396,11004.108,2.161,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
5,0.051,9581.049,9425.433,9736.665,1.229,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
6,0.051,12995.083,9081.794,16908.371,0.508,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
7,0.102,9971.475,7148.722,17333.166,2.588,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
8,0.051,15089.247,8594.151,21584.342,1.472,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
9,0.051,14992.401,10295.784,19689.018,0.522,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
10,0.051,13097.692,8468.362,17727.021,0.802,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
11,0.026,12331.353,12331.353,12331.353,0.178,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
12,0.077,9268.454,6162.543,12615.054,1.597,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
13,0.051,10132.884,7490.923,12774.845,1.126,b762d4cf-3687-4595-8394-f7a956a0c2e0.tif
