 ,Area,Mean,Min,Max,Length,file
1,0.026,9459.484,9459.484,9459.484,0.393,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
2,0.026,12728.132,12728.132,12728.132,0.306,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
3,0.077,7339.480,5012.956,9261.059,1.798,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
4,0.026,12829.817,12829.817,12829.817,0.239,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
5,0.051,6820.681,4766.442,8874.919,1.089,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
6,0.026,12543.036,12543.036,12543.036,0.396,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
7,0.051,9115.388,5121.407,13109.369,0.742,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
8,0.051,6947.742,4897.463,8998.021,0.509,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
9,0.051,9538.658,6282.926,12794.391,0.712,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
10,0.026,6130.972,6130.972,6130.972,0.296,078f5705-9308-424d-a273-fdfcbebcfaaa.tif
