 ,Area,Mean,Min,Max,Length,file
1,0.077,32992.196,16838.002,59084.488,1.569,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
2,0.128,25265.989,17443.789,33933.887,3.548,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
3,0.128,24921.343,15472.634,40339.188,3.760,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
4,0.077,19580.805,13271.271,22950.189,2.081,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
5,0.026,33478.637,33478.637,33478.637,0.496,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
6,0.051,25433.865,16021.808,34845.922,1.255,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
7,0.026,30862.525,30862.525,30862.525,0.211,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
8,0.128,24076.918,10506.857,36277.406,4.285,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
9,0.128,16218.348,12979.547,26906.717,3.900,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
10,0.051,27140.395,14949.090,39331.699,0.546,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
11,0.051,30338.239,28999.270,31677.209,0.903,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
12,0.179,23825.068,14077.080,35527.820,5.596,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
13,0.051,17418.637,12770.743,22066.531,1.327,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
14,0.026,18624.664,18624.664,18624.664,0.348,54a76efd-2801-4bda-ba04-c546c76cdb26.tif
