 ,Area,Mean,Min,Max,Length,file
1,0.051,14013.848,9900.605,18127.090,0.837,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
2,0.077,11346.847,9362.260,12572.747,1.641,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
3,0.102,8997.256,5355.207,17039.662,3.359,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
4,0.077,12168.471,6152.006,15897.902,1.778,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
5,0.051,15523.897,10186.074,20861.721,1.100,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
6,0.051,8723.673,5877.487,11569.858,0.930,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
7,0.051,14282.267,6979.008,21585.525,0.971,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
8,0.077,11221.084,9856.205,12138.530,2.461,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
9,0.077,10134.891,7108.736,14724.117,1.787,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
10,0.077,8663.923,5655.815,10793.106,1.997,c226444a-7c0e-482f-9f0a-4822353b4b44.tif
