 ,Area,Mean,Min,Max,Length,file
1,0.077,18852.783,12189.951,23908.543,1.749,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
2,0.102,10844.713,7340.509,15106.982,2.697,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
3,0.077,15330.149,8380.015,21642.012,1.668,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
4,0.077,12293.100,5248.534,22116.461,1.813,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
5,0.077,9705.949,7750.468,13561.037,2.132,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
6,0.077,13368.934,9275.819,16979.094,1.785,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
7,0.102,14133.138,7535.241,17833.639,2.644,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
8,0.051,10802.729,10120.996,11484.463,0.916,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
9,0.077,9000.574,7609.066,11049.545,2.027,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
10,0.051,7974.991,5937.390,10012.593,0.584,1451ed55-9ddf-4676-9280-6b3d4516a981.tif
