 ,Area,Mean,Min,Max,Length,file
1,0.102,25951.245,9203.710,38350.516,3.478,137a6b57-1468-4407-961e-d2030a78d5d7.tif
2,0.026,42904.352,42904.352,42904.352,0.388,137a6b57-1468-4407-961e-d2030a78d5d7.tif
3,0.077,30012.408,10123.012,53842.754,2.404,137a6b57-1468-4407-961e-d2030a78d5d7.tif
4,0.102,15207.934,11414.984,20498.232,3.416,137a6b57-1468-4407-961e-d2030a78d5d7.tif
5,0.077,12457.215,8377.544,16992.258,1.607,137a6b57-1468-4407-961e-d2030a78d5d7.tif
6,0.051,22824.836,11415.763,34233.910,0.885,137a6b57-1468-4407-961e-d2030a78d5d7.tif
7,0.051,31877.719,17167.734,46587.703,0.916,137a6b57-1468-4407-961e-d2030a78d5d7.tif
8,0.051,20857.713,15822.397,25893.029,0.689,137a6b57-1468-4407-961e-d2030a78d5d7.tif
9,0.128,24143.251,15215.070,36147.059,3.891,137a6b57-1468-4407-961e-d2030a78d5d7.tif
10,0.077,21185.610,12668.285,33266.457,2.150,137a6b57-1468-4407-961e-d2030a78d5d7.tif
