 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_ERGIC53_DIV3_3_soma.tif:cell body:1,297.149,26.576,21.507,7.000,1.000,255.000,7897.020,22.000,152785.000,0.000
2,MAX_ERGIC53_DIV3_3_soma.tif:nucleus:1,101.720,45.386,21.945,34.000,10.000,255.000,4616.695,42.000,89320.000,0.000
3,MAX_ERGIC53_DIV3_3_soma.tif:cytoplasm:1,195.429,16.785,13.142,7.000,1.000,211.000,3280.324,14.000,63465.000,0.000
4,MAX_ERGIC53_DIV3_3_soma.tif:dendrite 1:1,6.409,4.608,2.386,3.017,1.217,14.200,29.535,4.091,571.412,28.115
5,MAX_ERGIC53_DIV3_3_soma.tif:dendrite 1 background:1,6.409,1.878,1.471,1.021,1.000,11.534,12.038,1.617,232.909,28.115
6,MAX_ERGIC53_DIV3_3_soma.tif:dendrite 2:1,4.548,5.210,2.401,3.391,1.102,12.262,23.698,4.653,458.495,19.873
7,MAX_ERGIC53_DIV3_3_soma.tif:dendrite 2 background:1,4.548,1.877,1.271,1.014,1.000,8.388,8.538,1.465,165.196,19.873
8,MAX_ERGIC53_DIV3_3_soma.tif:dendrite 3:1,5.324,11.445,5.326,8.624,3.440,28.720,60.932,10.800,1178.868,23.296
9,MAX_ERGIC53_DIV3_3_soma.tif:dendrite 3 background:1,5.324,2.059,1.897,1.020,1.000,11.120,10.960,1.436,212.046,23.296
10,MAX_ERGIC53_DIV3_3_soma.tif:AIS:1,8.322,18.004,7.707,17.980,5.241,64.000,149.823,17.353,2898.655,36.534
11,MAX_ERGIC53_DIV3_3_soma.tif:AIS background:1,8.322,1.856,1.772,1.032,1.000,17.341,15.443,1.458,298.774,36.534
