 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BCAP31-biotin_DIV15_5_GC.tif:growth cone:1,8.735,18.852,8.872,16,5,63,164.675,18,3186
2,MAX_BCAP31-biotin_DIV15_5_GC.tif:growth cone background:1,8.735,9.515,9.625,4,2,77,83.113,7,1608
