 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_ERGIC53_DIV15_4_GC.tif:growth cone:1,11.216,31.576,25.248,17,7,249,354.160,26,6852
2,MAX_ERGIC53_DIV15_4_GC.tif:growth cone background:1,11.216,21.853,14.123,11,5,113,245.100,19,4742
