 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:cell body:3,383.364,875.315,508.499,1097.961,35.000,2639.000,335563.724,840.000,6492209.000,0.000
2,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:nucleus:3,123.067,1424.571,386.073,1093.283,828.000,2639.000,175317.770,1322.000,3391903.000,0.000
3,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:cytoplasm:3,260.296,615.629,316.667,611.705,35.000,1614.000,160245.954,623.000,3100306.000,0.000
4,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:dendrite 1:3,7.133,133.263,40.127,80.417,62.937,253.363,950.543,140.575,18390.319,31.261
5,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:dendrite 1 background:3,7.133,9.161,14.395,4.424,0.905,106.904,65.347,5.771,1264.280,31.261
6,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:dendrite 2:3,6.771,122.773,28.814,135.164,75.386,260.879,831.296,122.156,16083.218,29.774
7,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:dendrite 2 background:3,6.771,16.381,23.647,2.972,0.001,169.000,110.915,9.946,2145.887,29.774
8,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:dendrite 3:3,6.668,280.482,70.807,252.992,178.215,449.745,1870.155,252.896,36182.209,29.302
9,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:dendrite 3 background:3,6.668,28.482,27.939,7.774,2.340,165.986,189.908,16.789,3674.175,29.302
10,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:AIS:3,5.582,162.362,42.667,130.183,102.070,289.000,906.341,152.352,17535.131,24.458
11,SUM_a70af7b6-59f6-464c-b41a-00b9e2987b8f.tif:AIS background:3,5.582,9.231,14.918,3.976,1.128,98.326,51.529,5.661,996.950,24.458
