 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_56d3c9f9-6d58-43b6-9125-997f0b1abcad.tif:growth cone:1,22.277,304.188,162.892,236.959,39,738,6776.443,273,131105.000
2,SUM_56d3c9f9-6d58-43b6-9125-997f0b1abcad.tif:growth cone background:1,22.277,67.914,31.050,43.102,18,222,1512.934,61,29271.000
