 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_84cff2df-e996-4421-bda3-d661f9c10b35.tif:growth cone:1,9.717,142.787,67.395,89.240,23,308,1387.490,136,26844
2,SUM_84cff2df-e996-4421-bda3-d661f9c10b35.tif:growth cone background:1,9.717,21.883,14.401,11.021,0,99,212.641,20,4114
