 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_0c5ad79a-0ec6-4604-80d3-6941b48ceb64.tif:growth cone:1,10.492,214.562,165.472,72.588,30,653,2251.285,158,43556
2,SUM_0c5ad79a-0ec6-4604-80d3-6941b48ceb64.tif:growth cone background:1,10.492,57.793,32.989,31.316,7,173,606.394,50,11732
