 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_6efcef86-11f9-462b-8453-cdc841c85923.tif:growth cone:1,7.133,261.957,118.528,232.273,92,624,1868.490,239.500,36150
2,SUM_6efcef86-11f9-462b-8453-cdc841c85923.tif:growth cone background:1,7.133,96.116,48.673,77.320,31,227,685.578,77.500,13264
