 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_SURF4_DIV3_3_soma.tif:cell body:1,240.500,6.439,2.762,4.000,3.000,49.000,0.000,0.000,1548.547,6.000,29960.000,0,0.000
2,MAX_SURF4_DIV3_3_soma.tif:nucleus:1,100.790,5.852,2.489,5.000,3.000,46.000,0.000,0.000,589.802,5.000,11411.000,0,0.000
3,MAX_SURF4_DIV3_3_soma.tif:cytoplasm:1,139.710,6.862,2.869,4.000,3.000,49.000,0.000,0.000,958.745,6.000,18549.000,0,0.000
4,MAX_SURF4_DIV3_3_soma.tif:dendrite 1:1,2.946,4.050,0.746,3.998,3.000,6.134,0.000,0.000,11.933,4.000,230.868,0,12.786
5,MAX_SURF4_DIV3_3_soma.tif:dendrite 1 background:1,2.946,3.002,0.014,3.000,3.000,3.106,0.000,0.000,8.844,3.000,171.106,0,12.786
6,MAX_SURF4_DIV3_3_soma.tif:dendrite 2:1,3.721,3.983,0.644,4.002,3.000,6.000,0.000,0.000,14.823,3.836,286.784,0,16.236
7,MAX_SURF4_DIV3_3_soma.tif:dendrite 2 background:1,3.721,3.014,0.094,3.002,3.000,3.785,0.000,0.000,11.217,3.000,217.023,0,16.236
8,MAX_SURF4_DIV3_3_soma.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,81.959,77.185,0.155,3.000,3.000,1,0.000
9,MAX_SURF4_DIV3_3_soma.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,84.232,79.458,0.155,3.000,3.000,1,0.000
10,MAX_SURF4_DIV3_3_soma.tif:AIS:1,6.926,5.554,1.242,5.010,3.417,10.046,0.000,0.000,38.470,5.232,744.295,0,30.290
11,MAX_SURF4_DIV3_3_soma.tif:AIS background:1,6.926,3.008,0.068,3.001,3.000,3.752,0.000,0.000,20.836,3.000,403.122,0,30.290
