 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:cell body:1,182.559,15.167,11.177,11.000,3.000,245.000,0.000,0.000,2768.880,13.000,53570.000,0,0.000
2,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:nucleus:1,80.580,13.606,9.938,11.000,4.000,245.000,0.000,0.000,1096.336,12.000,21211.000,0,0.000
3,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:cytoplasm:1,102.289,16.378,11.915,9.000,3.000,237.000,0.000,0.000,1675.284,13.000,32412.000,0,0.000
4,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:dendrite 1:1,6.409,7.311,2.385,5.072,4.212,15.500,0.000,0.000,46.860,6.695,906.610,0,28.016
5,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:dendrite 1 background:1,6.409,3.848,0.701,3.009,3.000,7.356,0.000,0.000,24.664,3.754,477.179,0,28.016
6,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:dendrite 2:1,0.000,3.000,0.000,3.000,3.000,3.000,106.399,56.951,0.155,3.000,3.000,1,0.000
7,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:dendrite 2 background:1,0.000,3.000,0.000,3.000,3.000,3.000,108.672,59.224,0.155,3.000,3.000,1,0.000
8,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,106.399,56.951,0.155,3.000,3.000,1,0.000
9,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,108.672,59.224,0.155,3.000,3.000,1,0.000
10,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:AIS:1,4.497,13.787,4.479,8.628,7.246,26.364,0.000,0.000,61.999,12.865,1199.512,0,19.625
11,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:AIS background:1,4.497,3.918,0.892,3.010,3.000,8.139,0.000,0.000,17.616,3.710,340.826,0,19.625
12,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:axon:1,27.704,10.109,3.874,8.344,3.472,39.621,0.000,0.000,280.061,9.280,5418.397,0,121.816
13,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:axon background:1,27.704,4.260,2.364,3.057,3.000,32.036,0.000,0.000,118.021,3.876,2283.374,0,121.816
14,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:growth cone:1,34.010,5.296,1.553,5.000,3.000,13.000,0.000,0.000,180.130,5.000,3485.000,0,0.000
15,MAX_BCAP31-biotin_DIV3_3_BOTH.tif:growth cone background:1,34.010,3.804,1.007,3.000,3.000,9.000,0.000,0.000,129.373,4.000,2503.000,0,0.000
