 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:cell body:1,144.724,18.032,12.202,13.000,4.000,91.000,0.000,0.000,2609.684,14.000,50490.000,0,0.000
2,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:nucleus:1,68.279,15.864,8.288,12.000,5.000,73.000,0.000,0.000,1083.207,14.000,20957.000,0,0.000
3,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:cytoplasm:1,76.445,19.968,14.583,7.000,4.000,91.000,0.000,0.000,1526.476,15.000,29533.000,0,0.000
4,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:dendrite 1:1,2.533,8.844,2.765,6.290,4.089,18.000,0.000,0.000,22.400,8.372,433.377,0,11.186
5,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:dendrite 1 background:1,2.533,4.206,0.809,3.521,3.021,6.623,0.000,0.000,10.653,4.000,206.101,0,11.186
6,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:dendrite 2:1,2.688,7.911,2.324,8.936,4.208,16.250,0.000,0.000,21.264,7.499,411.393,0,11.766
7,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:dendrite 2 background:1,2.688,4.393,0.904,4.079,3.045,8.086,0.000,0.000,11.808,4.283,228.454,0,11.766
8,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,98.328,56.041,0.155,3.000,3.000,1,0.000
9,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,100.602,58.315,0.155,3.000,3.000,1,0.000
10,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:AIS:1,5.582,32.647,9.905,25.966,17.656,70.180,0.000,0.000,182.241,30.206,3525.839,0,24.417
11,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:AIS background:1,5.582,4.107,0.862,4.010,3.013,8.276,0.000,0.000,22.926,3.955,443.562,0,24.417
12,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:axon:1,19.538,21.966,10.033,15.736,6.843,56.877,0.000,0.000,429.166,19.823,8303.140,0,85.768
13,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:axon background:1,19.538,4.172,1.833,3.041,3.000,23.967,0.000,0.000,81.512,3.919,1577.024,0,85.768
14,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:growth cone:1,30.444,7.450,3.553,5.000,3.000,25.000,0.000,0.000,226.803,6.000,4388.000,0,0.000
15,MAX_BCAP31-biotin_DIV3_5_BOTH.tif:growth cone background:1,30.444,3.900,0.986,3.000,3.000,9.000,0.000,0.000,118.725,4.000,2297.000,0,0.000
