 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:cell body:1,135.782,10.937,7.259,7.000,3.000,132.000,0.000,0.000,1485.075,9.000,28732.000,0,0.000
2,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:nucleus:1,77.272,12.074,7.663,7.000,4.000,132.000,0.000,0.000,933.005,10.000,18051.000,0,0.000
3,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:cytoplasm:1,58.510,9.436,6.387,5.000,3.000,61.000,0.000,0.000,552.070,7.000,10681.000,0,0.000
4,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:dendrite 1:1,1.602,6.855,1.649,6.062,4.356,10.552,0.000,0.000,10.985,6.708,212.519,0,7.007
5,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:dendrite 1 background:1,1.602,4.212,0.802,3.205,3.090,6.989,0.000,0.000,6.748,4.251,130.562,0,7.007
6,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:dendrite 2:1,0.000,5.000,0.000,5.000,5.000,5.000,77.412,40.354,0.258,5.000,5.000,1,0.000
7,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:dendrite 2 background:1,0.000,3.000,0.000,3.000,3.000,3.000,79.685,42.628,0.155,3.000,3.000,1,0.000
8,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:dendrite 3:1,0.000,5.000,0.000,5.000,5.000,5.000,77.412,40.354,0.258,5.000,5.000,1,0.000
9,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,79.685,42.628,0.155,3.000,3.000,1,0.000
10,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:AIS:1,3.566,15.176,4.442,10.808,7.086,26.334,0.000,0.000,54.125,14.550,1047.165,0,15.472
11,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:AIS background:1,3.566,4.021,0.633,4.003,3.000,5.660,0.000,0.000,14.339,4.000,277.420,0,15.472
12,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:axon:1,14.834,15.738,5.101,12.233,5.827,38.299,0.000,0.000,233.462,14.721,4516.821,0,65.139
13,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:axon background:1,14.834,4.278,0.912,3.994,3.000,8.721,0.000,0.000,63.463,4.122,1227.822,0,65.139
14,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:growth cone:1,19.900,8.704,4.070,6.000,3.000,32.000,0.000,0.000,173.204,8.000,3351.000,0,0.000
15,MAX_BCAP31-biotin_DIV3_6_BOTH.tif:growth cone background:1,19.900,3.852,0.964,3.000,3.000,8.000,0.000,0.000,76.652,4.000,1483.000,0,0.000
