 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_SURF4_DIV3_2_BOTH.tif:cell body:1,223.495,6.707,3.008,4.000,3.000,54.000,0.000,0.000,1499.082,6.000,29003.000,0,0.000
2,MAX_SURF4_DIV3_2_BOTH.tif:nucleus:1,65.643,5.772,2.261,4.000,3.000,30.000,0.000,0.000,378.918,5.000,7331.000,0,0.000
3,MAX_SURF4_DIV3_2_BOTH.tif:cytoplasm:1,157.853,7.096,3.189,4.000,3.000,54.000,0.000,0.000,1120.164,6.000,21672.000,0,0.000
4,MAX_SURF4_DIV3_2_BOTH.tif:dendrite 1:1,5.169,4.971,0.887,4.008,3.215,7.680,0.000,0.000,25.693,4.847,497.079,0,22.662
5,MAX_SURF4_DIV3_2_BOTH.tif:dendrite 1 background:1,5.169,3.055,0.168,3.002,3.000,3.954,0.000,0.000,15.791,3.000,305.512,0,22.662
6,MAX_SURF4_DIV3_2_BOTH.tif:dendrite 2:1,1.809,4.109,0.768,4.004,3.077,6.141,0.000,0.000,7.433,3.983,143.808,0,7.830
7,MAX_SURF4_DIV3_2_BOTH.tif:dendrite 2 background:1,1.809,3.014,0.059,3.001,3.000,3.285,0.000,0.000,5.453,3.000,105.500,0,7.830
8,MAX_SURF4_DIV3_2_BOTH.tif:dendrite 3:1,0.000,3.000,0.000,3.000,3.000,3.000,26.486,85.710,0.155,3.000,3.000,1,0.000
9,MAX_SURF4_DIV3_2_BOTH.tif:dendrite 3 background:1,0.000,3.000,0.000,3.000,3.000,3.000,28.760,87.984,0.155,3.000,3.000,1,0.000
10,MAX_SURF4_DIV3_2_BOTH.tif:AIS:1,7.133,5.820,1.652,4.990,4.000,19.361,0.000,0.000,41.511,5.569,803.126,0,31.291
11,MAX_SURF4_DIV3_2_BOTH.tif:AIS background:1,7.133,3.031,0.131,3.002,3.000,3.987,0.000,0.000,21.618,3.000,418.242,0,31.291
12,MAX_SURF4_DIV3_2_BOTH.tif:axon:1,22.174,4.852,1.288,3.981,3.001,15.868,0.000,0.000,107.589,4.616,2081.545,0,97.396
13,MAX_SURF4_DIV3_2_BOTH.tif:axon background:1,22.174,3.065,0.264,3.005,3.000,5.578,0.000,0.000,67.969,3.000,1315.012,0,97.396
14,MAX_SURF4_DIV3_2_BOTH.tif:growth cone:1,25.482,4.150,0.936,4.000,3.000,8.000,0.000,0.000,105.752,4.000,2046.000,0,0.000
15,MAX_SURF4_DIV3_2_BOTH.tif:growth cone background:1,25.482,3.006,0.078,3.000,3.000,4.000,0.000,0.000,76.600,3.000,1482.000,0,0.000
