 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BCAP31-biotin_DIV15_6_GC.tif:growth cone:1,27.342,11.331,13.169,5,3,134,309.813,7,5994
2,MAX_BCAP31-biotin_DIV15_6_GC.tif:growth cone background:1,27.342,7.709,20.106,4,3,207,210.780,4,4078
