 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_SURF4_DIV3_8_BOTH.tif:cell body:1,124.153,6.201,2.629,5.000,3.000,53.000,769.880,5.000,14895.000,0.000
2,MAX_SURF4_DIV3_8_BOTH.tif:nucleus:1,72.569,5.632,2.202,5.000,3.000,53.000,408.690,5.000,7907.000,0.000
3,MAX_SURF4_DIV3_8_BOTH.tif:cytoplasm:1,51.687,6.996,2.953,4.000,3.000,23.000,361.603,7.000,6996.000,0.000
4,MAX_SURF4_DIV3_8_BOTH.tif:dendrite 1:1,1.861,3.571,0.433,3.003,3.000,4.689,6.645,3.527,128.565,8.153
5,MAX_SURF4_DIV3_8_BOTH.tif:dendrite 1 background:1,1.861,3.000,0.000,3.000,3.000,3.000,5.582,3.000,108.000,8.153
6,MAX_SURF4_DIV3_8_BOTH.tif:dendrite 2:1,1.861,3.928,0.551,4.004,3.000,5.000,7.310,3.978,141.420,8.118
7,MAX_SURF4_DIV3_8_BOTH.tif:dendrite 2 background:1,1.861,3.079,0.236,3.002,3.000,4.060,5.729,3.000,110.839,8.118
8,MAX_SURF4_DIV3_8_BOTH.tif:dendrite 3:1,1.344,3.847,0.644,3.005,3.000,5.619,5.170,3.824,100.021,5.907
9,MAX_SURF4_DIV3_8_BOTH.tif:dendrite 3 background:1,1.344,3.000,0.000,3.000,3.000,3.000,4.032,3.000,78.000,5.907
10,MAX_SURF4_DIV3_8_BOTH.tif:AIS:1,5.065,7.153,1.258,8.082,5.000,11.830,36.233,7.033,701.001,22.131
11,MAX_SURF4_DIV3_8_BOTH.tif:AIS background:1,5.065,3.002,0.018,3.000,3.000,3.182,15.205,3.000,294.182,22.131
12,MAX_SURF4_DIV3_8_BOTH.tif:axon:1,11.526,6.499,1.279,6.510,4.006,11.333,74.911,6.380,1449.322,50.696
13,MAX_SURF4_DIV3_8_BOTH.tif:axon background:1,11.526,3.024,0.124,3.002,3.000,4.000,34.861,3.000,674.453,50.696
14,MAX_SURF4_DIV3_8_BOTH.tif:growth cone:1,9.510,5.734,1.939,4.000,3.000,14.000,54.530,5.000,1055.000,0.000
15,MAX_SURF4_DIV3_8_BOTH.tif:growth cone background:1,9.510,3.000,0.000,3.000,3.000,3.000,28.531,3.000,552.000,0.000
