 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:cell body:1,220.084,18.258,13.879,11.000,3.000,216.000,0.000,0.000,4018.365,15.000,77744.000,0,0.000
2,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:nucleus:1,84.198,17.103,12.254,11.000,5.000,197.000,0.000,0.000,1440.004,14.000,27860.000,0,0.000
3,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:cytoplasm:1,136.402,18.938,14.737,9.000,3.000,216.000,0.000,0.000,2583.220,15.000,49978.000,0,0.000
4,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:dendrite 1:1,3.153,9.313,2.494,8.166,5.824,16.826,0.000,0.000,29.363,8.718,568.095,0,13.791
5,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:dendrite 1 background:1,3.153,4.113,0.776,3.007,3.000,6.525,0.000,0.000,12.968,4.036,250.894,0,13.791
6,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:dendrite 2:1,0.000,5.000,0.000,5.000,5.000,5.000,28.419,50.471,0.258,5.000,5.000,1,0.000
7,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:dendrite 2 background:1,0.000,4.000,0.000,4.000,4.000,4.000,30.692,52.745,0.207,4.000,4.000,1,0.000
8,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:dendrite 3:1,0.000,5.000,0.000,5.000,5.000,5.000,28.419,50.471,0.258,5.000,5.000,1,0.000
9,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:dendrite 3 background:1,0.000,4.000,0.000,4.000,4.000,4.000,30.692,52.745,0.207,4.000,4.000,1,0.000
10,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:AIS:1,2.688,24.176,7.087,22.782,12.353,39.458,0.000,0.000,64.980,22.778,1257.171,0,11.636
11,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:AIS background:1,2.688,3.803,0.637,3.006,3.000,6.210,0.000,0.000,10.221,3.773,197.745,0,11.636
12,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:axon:1,8.477,19.960,6.777,18.339,8.684,42.314,0.000,0.000,169.195,19.121,3273.443,0,37.212
13,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:axon background:1,8.477,4.715,1.896,3.023,3.000,14.875,0.000,0.000,39.965,4.141,773.208,0,37.212
14,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:growth cone:1,39.386,13.230,5.599,11.000,4.000,49.000,0.000,0.000,521.058,12.000,10081.000,0,0.000
15,MAX_BCAP31-biotin_DIV3_1_BOTH.tif:growth cone background:1,39.386,3.857,0.957,3.000,3.000,9.000,0.000,0.000,151.909,4.000,2939.000,0,0.000
