 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_SURF4_DIV15_4_soma.tif:cell body:1,254.921,7.404,1.506,7.000,3.000,21.000,1887.511,7.000,36518.000,0.000
2,MAX_SURF4_DIV15_4_soma.tif:nucleus:1,91.124,7.370,1.422,7.000,5.000,20.000,671.571,7.000,12993.000,0.000
3,MAX_SURF4_DIV15_4_soma.tif:cytoplasm:1,163.797,7.423,1.551,8.000,3.000,21.000,1215.940,7.000,23525.000,0.000
4,MAX_SURF4_DIV15_4_soma.tif:dendrite 1:1,6.254,5.192,0.839,4.995,4.000,8.353,32.473,5.000,628.263,27.359
5,MAX_SURF4_DIV15_4_soma.tif:dendrite 1 background:1,6.254,4.379,1.161,3.996,3.000,9.000,27.385,4.109,529.828,27.359
6,MAX_SURF4_DIV15_4_soma.tif:dendrite 2:1,6.719,4.846,1.265,4.011,4.000,9.484,32.560,4.477,629.940,29.375
7,MAX_SURF4_DIV15_4_soma.tif:dendrite 2 background:1,6.719,3.997,1.256,3.011,3.000,8.785,26.860,3.538,519.662,29.375
8,MAX_SURF4_DIV15_4_soma.tif:dendrite 3:1,6.254,4.025,0.717,3.997,3.000,7.770,25.173,4.000,487.029,27.415
9,MAX_SURF4_DIV15_4_soma.tif:dendrite 3 background:1,6.254,3.428,1.134,3.014,3.000,10.384,21.442,3.000,414.838,27.415
10,MAX_SURF4_DIV15_4_soma.tif:AIS:1,4.238,4.142,0.764,4.000,3.033,8.245,17.555,4.000,339.633,18.441
11,MAX_SURF4_DIV15_4_soma.tif:AIS background:1,4.238,4.082,0.819,3.997,3.003,8.722,17.300,4.000,334.696,18.441
