 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_ERGIC53_DIV3_3_BOTH.tif:cell body:1,385.069,33.544,21.119,11.000,4.000,215.000,12916.875,31.000,249905.000,0.000
2,MAX_ERGIC53_DIV3_3_BOTH.tif:nucleus:1,110.714,50.070,17.855,38.000,18.000,158.000,5543.394,47.000,107249.000,0.000
3,MAX_ERGIC53_DIV3_3_BOTH.tif:cytoplasm:1,274.355,26.876,18.513,11.000,4.000,215.000,7373.481,22.000,142656.000,0.000
4,MAX_ERGIC53_DIV3_3_BOTH.tif:dendrite 1:1,1.137,7.237,2.725,5.010,4.386,14.702,8.230,6.776,159.224,4.971
5,MAX_ERGIC53_DIV3_3_BOTH.tif:dendrite 1 background:1,1.137,3.998,0.707,4.780,3.000,5.085,4.546,3.933,87.954,4.971
6,MAX_ERGIC53_DIV3_3_BOTH.tif:dendrite 2:1,2.016,7.204,1.559,5.997,4.671,11.391,14.522,7.148,280.968,8.757
7,MAX_ERGIC53_DIV3_3_BOTH.tif:dendrite 2 background:1,2.016,4.540,0.938,4.008,3.000,7.000,9.152,4.274,177.074,8.757
8,MAX_ERGIC53_DIV3_3_BOTH.tif:dendrite 3:1,1.240,6.159,1.580,7.052,3.347,9.821,7.640,5.995,147.817,5.375
9,MAX_ERGIC53_DIV3_3_BOTH.tif:dendrite 3 background:1,1.240,5.126,2.076,3.875,3.264,13.356,6.359,4.595,123.024,5.375
10,MAX_ERGIC53_DIV3_3_BOTH.tif:AIS:1,4.083,13.942,4.372,11.592,7.377,30.096,56.929,13.178,1101.419,17.902
11,MAX_ERGIC53_DIV3_3_BOTH.tif:AIS background:1,4.083,4.233,0.888,3.011,3.000,8.400,17.286,4.182,334.429,17.902
12,MAX_ERGIC53_DIV3_3_BOTH.tif:axon:1,17.108,10.677,3.857,7.752,5.164,32.214,182.670,9.894,3534.149,75.214
13,MAX_ERGIC53_DIV3_3_BOTH.tif:axon background:1,17.108,3.893,1.267,3.033,3.000,19.808,66.612,3.665,1288.745,75.214
14,MAX_ERGIC53_DIV3_3_BOTH.tif:growth cone:1,19.073,7.141,2.759,5.000,3.000,22.000,136.196,7.000,2635.000,0.000
15,MAX_ERGIC53_DIV3_3_BOTH.tif:growth cone background:1,19.073,4.797,1.998,4.000,3.000,20.000,91.486,4.000,1770.000,0.000
