 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SURF4_DIV15_8_GC.tif:growth cone:1,17.419,4.377,0.902,4,3,8,76.239,4,1475.000
2,MAX_SURF4_DIV15_8_GC.tif:growth cone background:1,17.419,3.134,0.366,3,3,5,54.582,3,1056.000
