 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_BCAP31-biotin_DIV15_3_soma.tif:cell body:1,227.423,61.223,27.171,63.000,5.000,210.000,13923.482,62.000,269380.000,0.000
2,MAX_BCAP31-biotin_DIV15_3_soma.tif:nucleus:1,76.032,67.466,17.234,67.000,29.000,180.000,5129.535,66.000,99242.000,0.000
3,MAX_BCAP31-biotin_DIV15_3_soma.tif:cytoplasm:1,151.392,58.087,30.506,29.000,5.000,210.000,8793.947,56.000,170138.000,0.000
4,MAX_BCAP31-biotin_DIV15_3_soma.tif:dendrite 1:1,6.564,57.462,13.919,53.867,26.279,93.864,377.198,56.187,7297.705,28.679
5,MAX_BCAP31-biotin_DIV15_3_soma.tif:dendrite 1 background:1,6.564,6.214,3.311,4.785,3.608,24.387,40.790,5.243,789.170,28.679
6,MAX_BCAP31-biotin_DIV15_3_soma.tif:dendrite 2:1,8.012,22.617,8.675,21.648,11.694,66.497,181.192,21.317,3505.561,35.079
7,MAX_BCAP31-biotin_DIV15_3_soma.tif:dendrite 2 background:1,8.012,5.939,3.538,4.455,3.202,33.757,47.579,4.927,920.525,35.079
8,MAX_BCAP31-biotin_DIV15_3_soma.tif:dendrite 3:1,4.962,18.250,5.511,13.409,7.177,33.119,90.556,17.913,1752.004,21.706
9,MAX_BCAP31-biotin_DIV15_3_soma.tif:dendrite 3 background:1,4.962,5.852,3.040,3.970,3.000,22.859,29.038,4.637,561.813,21.706
10,MAX_BCAP31-biotin_DIV15_3_soma.tif:AIS:1,4.807,12.700,5.077,8.532,5.617,24.043,61.050,11.038,1181.138,21.068
11,MAX_BCAP31-biotin_DIV15_3_soma.tif:AIS background:1,4.807,5.365,1.650,4.408,3.327,12.114,25.789,4.916,498.936,21.068
