 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_3e0800bb-6a47-4278-a5bb-17ce36279e8e.tif:growth cone:1,65.126,148.037,63.861,95.277,90,476,9640.996,118,186526.000
2,SUM_3e0800bb-6a47-4278-a5bb-17ce36279e8e.tif:growth cone background:1,65.126,91.718,3.094,90.129,90,156,5973.224,91,115565.000
