 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:cell body:1,341.342,362.010,203.567,150.934,127.000,1241.000,123569.224,296.000,2390715.000,0.000
2,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:nucleus:1,81.511,653.448,118.630,596.168,295.000,1241.000,53262.927,651.000,1030487.000,0.000
3,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:cytoplasm:1,259.831,270.584,122.551,163.092,127.000,1214.000,70306.297,234.000,1360228.000,0.000
4,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:dendrite 1:1,1.654,144.697,7.467,140.188,130.500,162.500,239.328,146.093,4630.318,7.179
5,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:dendrite 1 background:1,1.654,125.832,1.600,126.992,123.500,130.098,208.125,125.847,4026.634,7.179
6,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:dendrite 2:1,2.429,138.411,6.836,129.090,127.442,154.662,336.242,137.000,6505.340,10.562
7,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:dendrite 2 background:1,2.429,125.495,1.659,124.147,123.251,131.028,304.864,125.324,5898.251,10.562
8,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:dendrite 3:1,1.912,133.334,8.249,126.034,125.763,153.500,254.991,130.379,4933.353,8.361
9,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:dendrite 3 background:1,1.912,127.116,5.380,125.523,123.452,148.113,243.099,125.920,4703.286,8.361
10,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:AIS:1,4.393,247.315,35.517,214.498,184.080,332.402,1086.557,239.082,21021.799,19.146
11,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:AIS background:1,4.393,126.911,2.205,126.262,123.916,134.360,557.572,126.268,10787.444,19.146
12,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:axon:1,27.084,230.094,33.725,223.712,150.874,388.410,6231.871,226.107,120569.076,119.120
13,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:axon background:1,27.084,128.484,14.471,124.845,123.020,309.869,3479.872,125.548,67325.679,119.120
14,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:growth cone:1,136.299,141.480,18.377,124.914,123.000,263.000,19283.594,135.000,373083.000,0.000
15,SUM_2e2658b2-6380-4965-b40b-e142ca3048e1.tif:growth cone background:1,136.299,125.500,4.370,123.201,123.000,226.000,17105.549,125.000,330944.000,0.000
