 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:cell body:1,302.577,345.127,229.430,161.068,129.000,1392.000,0.000,0.000,104427.201,242.000,2020371.000,0,0.000
2,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:nucleus:1,56.908,732.753,174.025,627.205,257.000,1392.000,0.000,0.000,41699.170,713.000,806761.000,0,0.000
3,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:cytoplasm:1,245.669,255.336,122.257,160.443,129.000,1076.000,0.000,0.000,62728.032,207.000,1213610.000,0,0.000
4,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:dendrite 1:1,2.378,164.100,11.569,155.061,143.748,187.964,0.000,0.000,390.164,165.536,7548.579,0,10.457
5,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:dendrite 1 background:1,2.378,129.961,3.108,126.959,126.743,139.027,0.000,0.000,308.996,128.791,5978.195,0,10.457
6,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:dendrite 2:1,0.000,130.000,0.000,130.000,130.000,130.000,70.023,74.798,6.719,130.000,130.000,1,0.000
7,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:dendrite 2 background:1,0.000,127.000,0.000,127.000,127.000,127.000,72.297,77.071,6.564,127.000,127.000,1,0.000
8,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:dendrite 3:1,0.000,128.000,0.000,128.000,128.000,128.000,58.883,83.209,6.616,128.000,128.000,1,0.000
9,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:dendrite 3 background:1,0.000,128.000,0.000,128.000,128.000,128.000,61.157,85.483,6.616,128.000,128.000,1,0.000
10,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:AIS:1,4.807,215.675,27.705,158.586,155.769,266.712,0.000,0.000,1036.728,216.907,20057.764,0,21.146
11,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:AIS background:1,4.807,129.928,6.474,128.684,126.219,181.095,0.000,0.000,624.551,128.756,12083.299,0,21.146
12,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:axon:1,16.075,223.100,32.993,227.458,146.304,330.974,0.000,0.000,3586.272,219.393,69384.224,0,70.720
13,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:axon background:1,16.075,132.047,12.606,127.456,126.000,232.531,0.000,0.000,2122.609,128.278,41066.476,0,70.720
14,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:growth cone:1,48.896,161.521,27.994,145.916,127.000,276.000,0.000,0.000,7897.744,152.000,152799.000,0,0.000
15,SUM_e0817910-1102-47aa-b96a-1a7975520bd7.tif:growth cone background:1,48.896,128.648,3.548,127.992,126.000,194.000,0.000,0.000,6290.377,128.000,121701.000,0,0.000
