 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:cell body:1,213.520,499.549,429.809,132.537,121.000,2090.000,0.000,0.000,106663.497,256.000,2063637.000,0,0.000
2,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:nucleus:1,56.132,1108.513,237.482,983.748,429.000,2090.000,0.000,0.000,62223.307,1078.000,1203845.000,0,0.000
3,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:cytoplasm:1,157.387,282.362,225.949,134.115,121.000,1464.000,0.000,0.000,44440.191,178.000,859792.000,0,0.000
4,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:dendrite 1:1,1.034,142.398,7.662,132.049,132.000,157.000,0.000,0.000,147.203,140.792,2847.961,0,4.405
5,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:dendrite 1 background:1,1.034,130.797,7.740,136.038,121.817,144.500,0.000,0.000,135.210,128.461,2615.931,0,4.405
6,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:dendrite 2:1,0.000,120.000,0.000,120.000,120.000,120.000,99.010,98.896,6.202,120.000,120.000,1,0.000
7,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:dendrite 2 background:1,0.000,121.000,0.000,121.000,121.000,121.000,101.284,101.170,6.254,121.000,121.000,1,0.000
8,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:dendrite 3:1,0.000,120.000,0.000,120.000,120.000,120.000,99.010,98.896,6.202,120.000,120.000,1,0.000
9,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:dendrite 3 background:1,0.000,121.000,0.000,121.000,121.000,121.000,101.284,101.170,6.254,121.000,121.000,1,0.000
10,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:AIS:1,7.805,274.794,97.131,194.902,146.143,569.272,0.000,0.000,2144.697,233.733,41493.824,0,34.293
11,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:AIS background:1,7.805,122.489,1.489,122.003,120.147,129.029,0.000,0.000,955.997,122.378,18495.844,0,34.293
12,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:axon:1,27.963,212.024,75.927,177.069,136.661,596.414,0.000,0.000,5928.769,189.789,114704.905,0,122.854
13,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:axon background:1,27.963,124.234,9.432,122.036,120.000,200.178,0.000,0.000,3473.930,122.037,67210.711,0,122.854
14,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:growth cone:1,54.788,145.916,24.497,130.916,120.000,327.000,0.000,0.000,7994.502,138.000,154671.000,0,0.000
15,SUM_ce2fbcfa-27e0-4ca1-8c95-fefd1e6db6c2.tif:growth cone background:1,54.788,122.454,3.579,120.914,120.000,172.000,0.000,0.000,6709.043,122.000,129801.000,0,0.000
