 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SLC38A1_DIV15_3_GC.tif:growth cone:1,36.233,34.324,15.367,23,9,110,1243.644,32,24061
2,MAX_SLC38A1_DIV15_3_GC.tif:growth cone background:1,36.233,23.926,12.354,14,7,91,866.897,21,16772
