 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:cell body:1,204.061,288.117,115.185,164.262,117.000,771.000,0.000,0.000,58793.451,279.000,1137487.000,0,0.000
2,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:nucleus:1,64.299,397.007,88.414,292.963,216.000,771.000,0.000,0.000,25527.090,380.000,493877.000,0,0.000
3,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:cytoplasm:1,139.762,238.021,88.382,157.090,117.000,739.000,0.000,0.000,33266.361,216.000,643610.000,0,0.000
4,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:dendrite 1:1,2.016,126.065,5.683,118.582,117.500,139.669,0.000,0.000,254.122,125.221,4916.548,0,8.804
5,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:dendrite 1 background:1,2.016,116.062,4.377,111.296,111.263,127.967,0.000,0.000,233.957,114.489,4526.404,0,8.804
6,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:dendrite 2:1,0.930,124.898,4.699,124.596,116.536,135.042,0.000,0.000,116.201,124.670,2248.169,0,4.018
7,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:dendrite 2 background:1,0.930,168.246,22.906,127.653,127.500,205.942,0.000,0.000,156.531,167.896,3028.429,0,4.018
8,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:dendrite 3:1,0.000,115.000,0.000,115.000,115.000,115.000,103.784,54.791,5.944,115.000,115.000,1,0.000
9,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:dendrite 3 background:1,0.000,111.000,0.000,111.000,111.000,111.000,106.058,57.064,5.737,111.000,111.000,1,0.000
10,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:AIS:1,3.773,153.976,22.297,140.028,123.146,222.500,0.000,0.000,580.976,146.600,11240.242,0,16.533
11,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:AIS background:1,3.773,115.002,3.702,112.553,111.342,129.053,0.000,0.000,433.921,113.761,8395.143,0,16.533
12,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:axon:1,29.410,156.983,19.723,143.128,124.763,228.090,0.000,0.000,4616.875,153.709,89323.474,0,129.289
13,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:axon background:1,29.410,114.263,5.379,112.068,111.000,160.730,0.000,0.000,3360.468,112.817,65015.556,0,129.289
14,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:growth cone:1,56.081,153.263,42.739,132.445,111.000,355.000,0.000,0.000,8595.055,139.000,166290.000,0,0.000
15,SUM_a407d4cd-98e5-4a1d-93c6-76c57abf29ce.tif:growth cone background:1,56.081,113.837,6.107,111.203,111.000,215.000,0.000,0.000,6384.034,113.000,123513.000,0,0.000
