 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:cell body:1,224.477,180.103,36.945,180.639,101.000,334.000,40429.113,177.000,782189.000,0.000
2,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:nucleus:1,80.787,194.060,26.931,180.930,147.000,319.000,15677.537,189.000,303316.000,0.000
3,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:cytoplasm:1,143.690,172.256,39.419,142.412,101.000,334.000,24751.576,165.000,478873.000,0.000
4,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:dendrite 1:1,2.171,112.973,5.208,103.784,103.747,122.988,245.248,112.302,4744.859,9.533
5,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:dendrite 1 background:1,2.171,96.079,0.167,96.001,96.000,96.618,208.575,96.000,4035.339,9.533
6,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:dendrite 2:1,3.877,111.803,8.597,103.873,100.878,136.536,433.410,108.892,8385.255,17.024
7,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:dendrite 2 background:1,3.877,96.840,2.009,96.022,96.000,107.062,375.406,96.000,7263.035,17.024
8,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:dendrite 3:1,8.218,121.315,8.501,113.340,107.016,148.000,996.997,120.147,19289.077,35.982
9,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:dendrite 3 background:1,8.218,96.080,0.475,96.008,96.000,100.035,789.606,96.000,15276.645,35.982
10,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:AIS:1,9.200,98.739,2.863,96.034,96.000,113.616,908.429,98.059,17575.532,40.305
11,SUM_683a5cf7-dc9f-4e38-af1f-2400b1ab2306.tif:AIS background:1,9.200,96.269,0.711,96.008,96.000,100.097,885.706,96.000,17135.906,40.305
