 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,SUM_19cb5de2-9c3e-4a96-b790-f3be02732609.tif:growth cone:1,34.062,198.064,78.749,144.246,99,801,6746.412,180,130524
2,SUM_19cb5de2-9c3e-4a96-b790-f3be02732609.tif:growth cone background:1,34.062,154.416,71.235,94.145,93,679,5259.684,132,101760
