 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_BCAP31-biotin_DIV3_6_GC.tif:growth cone:1,27.601,13.281,8.837,5,3,54,366.565,10,7092
2,MAX_BCAP31-biotin_DIV3_6_GC.tif:growth cone background:1,27.601,4.300,1.104,4,3,10,118.674,4,2296
