 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SURF4_DIV15_6_GC.tif:growth cone:1,18.142,9.712,8.211,4,3,64,176.201,6,3409
2,MAX_SURF4_DIV15_6_GC.tif:growth cone background:1,18.142,3.014,0.119,3,3,4,54.685,3,1058
