 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_ERGIC53_DIV15_1_soma.tif:cell body:1,272.908,42.717,15.970,58.000,7.000,144.000,11657.880,44.000,225547.000,0.000
2,MAX_ERGIC53_DIV15_1_soma.tif:nucleus:1,45.536,58.134,6.082,58.000,40.000,87.000,2647.209,58.000,51216.000,0.000
3,MAX_ERGIC53_DIV15_1_soma.tif:cytoplasm:1,227.372,39.630,15.543,30.000,7.000,144.000,9010.671,39.000,174331.000,0.000
4,MAX_ERGIC53_DIV15_1_soma.tif:dendrite 1:1,9.717,31.468,6.786,24.980,19.660,50.968,305.777,30.946,5915.926,42.690
5,MAX_ERGIC53_DIV15_1_soma.tif:dendrite 1 background:1,9.717,5.669,1.719,5.014,3.573,16.078,55.090,5.238,1065.845,42.690
6,MAX_ERGIC53_DIV15_1_soma.tif:dendrite 2:1,8.270,30.966,4.931,30.507,18.186,45.734,256.084,30.539,4954.493,36.236
7,MAX_ERGIC53_DIV15_1_soma.tif:dendrite 2 background:1,8.270,13.048,10.587,5.035,3.368,44.009,107.904,5.959,2087.639,36.236
8,MAX_ERGIC53_DIV15_1_soma.tif:dendrite 3:1,1.654,9.379,1.793,9.999,6.103,13.925,15.512,9.269,300.116,7.216
9,MAX_ERGIC53_DIV15_1_soma.tif:dendrite 3 background:1,1.654,5.099,0.904,4.634,3.751,7.682,8.433,5.056,163.157,7.216
10,MAX_ERGIC53_DIV15_1_soma.tif:AIS:1,7.650,13.597,3.349,13.514,7.497,23.134,104.012,13.114,2012.328,33.482
11,MAX_ERGIC53_DIV15_1_soma.tif:AIS background:1,7.650,5.685,1.879,5.197,3.436,20.445,43.489,5.237,841.393,33.482
