 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_ERGIC53_DIV15_5_GC.tif:growth cone:1,14.886,12.156,6.294,7,3,40,180.957,11,3501
2,MAX_ERGIC53_DIV15_5_GC.tif:growth cone background:1,14.886,4.517,1.075,4,3,10,67.245,4,1301
