 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_SURF4_DIV3_1_soma.tif:cell body:1,254.146,7.804,3.205,6.000,3.000,36.000,1983.442,7.000,38374.000,0.000
2,MAX_SURF4_DIV3_1_soma.tif:nucleus:1,68.899,8.482,3.109,7.000,4.000,33.000,584.375,8.000,11306.000,0.000
3,MAX_SURF4_DIV3_1_soma.tif:cytoplasm:1,185.247,7.552,3.204,5.000,3.000,36.000,1399.068,7.000,27068.000,0.000
4,MAX_SURF4_DIV3_1_soma.tif:dendrite 1:1,3.825,6.266,1.659,4.698,4.037,9.409,23.967,5.936,463.691,16.646
5,MAX_SURF4_DIV3_1_soma.tif:dendrite 1 background:1,3.825,3.051,0.208,3.002,3.000,4.000,11.671,3.000,225.807,16.646
6,MAX_SURF4_DIV3_1_soma.tif:dendrite 2:1,4.704,7.028,1.696,5.988,4.340,13.614,33.056,6.597,639.549,20.508
7,MAX_SURF4_DIV3_1_soma.tif:dendrite 2 background:1,4.704,3.093,0.274,3.003,3.000,4.660,14.547,3.000,281.441,20.508
8,MAX_SURF4_DIV3_1_soma.tif:dendrite 3:1,1.396,4.961,0.967,3.996,3.880,6.730,6.923,4.758,133.939,5.964
9,MAX_SURF4_DIV3_1_soma.tif:dendrite 3 background:1,1.396,3.125,0.250,3.001,3.000,3.740,4.362,3.000,84.384,5.964
10,MAX_SURF4_DIV3_1_soma.tif:AIS:1,7.340,6.343,2.055,5.897,3.871,15.023,46.553,5.883,900.668,32.104
11,MAX_SURF4_DIV3_1_soma.tif:AIS background:1,7.340,3.018,0.100,3.002,3.000,3.870,22.152,3.000,428.582,32.104
