 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_CNC105_DIV3_3_BOTH.tif:cell body:1,260.348,24.431,16.771,9.000,3.000,95.000,6360.620,20.000,123060.000,0.000
2,MAX_CNC105_DIV3_3_BOTH.tif:nucleus:1,73.706,36.177,10.951,34.000,12.000,83.000,2666.436,35.000,51588.000,0.000
3,MAX_CNC105_DIV3_3_BOTH.tif:cytoplasm:1,186.642,19.793,16.402,9.000,3.000,95.000,3694.183,13.000,71472.000,0.000
4,MAX_CNC105_DIV3_3_BOTH.tif:dendrite 1:1,1.757,9.696,2.531,8.992,5.000,17.696,17.040,9.489,329.677,7.551
5,MAX_CNC105_DIV3_3_BOTH.tif:dendrite 1 background:1,1.757,7.315,1.825,7.366,3.397,11.304,12.855,7.607,248.699,7.551
6,MAX_CNC105_DIV3_3_BOTH.tif:dendrite 2:1,4.600,13.428,4.931,9.432,6.787,34.423,61.772,12.147,1195.113,20.020
7,MAX_CNC105_DIV3_3_BOTH.tif:dendrite 2 background:1,4.600,7.336,1.523,6.276,4.052,13.786,33.747,7.287,652.901,20.020
8,MAX_CNC105_DIV3_3_BOTH.tif:dendrite 3:1,4.342,9.723,2.812,8.263,3.569,16.286,42.215,9.119,816.744,18.979
9,MAX_CNC105_DIV3_3_BOTH.tif:dendrite 3 background:1,4.342,7.042,1.657,7.679,3.578,14.237,30.576,7.026,591.565,18.979
10,MAX_CNC105_DIV3_3_BOTH.tif:AIS:1,3.205,36.120,7.322,27.303,20.404,54.696,115.751,35.672,2239.446,13.984
11,MAX_CNC105_DIV3_3_BOTH.tif:AIS background:1,3.205,7.021,1.051,6.974,4.327,9.017,22.499,7.169,435.286,13.984
12,MAX_CNC105_DIV3_3_BOTH.tif:axon:1,11.475,31.987,8.854,25.753,13.437,60.146,367.040,31.461,7101.186,50.454
13,MAX_CNC105_DIV3_3_BOTH.tif:axon background:1,11.475,7.140,1.960,5.626,3.593,24.000,81.928,7.121,1585.083,50.454
14,MAX_CNC105_DIV3_3_BOTH.tif:growth cone:1,39.179,12.512,5.333,9.000,3.000,42.000,490.201,11.000,9484.000,0.000
15,MAX_CNC105_DIV3_3_BOTH.tif:growth cone background:1,39.179,7.285,2.652,9.000,3.000,28.000,285.416,7.000,5522.000,0.000
