 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,Median,RawIntDen,Ch,Length
1,MAX_SURF4_WT_1_soma.tif:cell body:1,171.860,9.232,3.033,7.000,3.000,20.000,0.000,0.000,1586.692,9.000,30698.000,0,0.000
2,MAX_SURF4_WT_1_soma.tif:nucleus:1,74.171,10.114,3.111,7.000,5.000,20.000,0.000,0.000,750.187,10.000,14514.000,0,0.000
3,MAX_SURF4_WT_1_soma.tif:cytoplasm:1,97.689,8.563,2.793,7.000,3.000,20.000,0.000,0.000,836.505,8.000,16184.000,0,0.000
4,MAX_SURF4_WT_1_soma.tif:dendrite 1:1,7.960,7.835,1.071,7.933,5.026,10.517,0.000,0.000,62.369,7.912,1206.666,0,34.935
5,MAX_SURF4_WT_1_soma.tif:dendrite 1 background:1,7.960,3.314,0.443,3.003,3.000,4.790,0.000,0.000,26.381,3.040,510.403,0,34.935
6,MAX_SURF4_WT_1_soma.tif:dendrite 2:1,0.000,5.000,0.000,5.000,5.000,5.000,67.068,18.870,0.258,5.000,5.000,3,0.000
7,MAX_SURF4_WT_1_soma.tif:dendrite 2 background:1,0.000,5.000,0.000,5.000,5.000,5.000,69.341,21.143,0.258,5.000,5.000,3,0.000
8,MAX_SURF4_WT_1_soma.tif:dendrite 3:1,0.000,5.000,0.000,5.000,5.000,5.000,67.068,18.870,0.258,5.000,5.000,3,0.000
9,MAX_SURF4_WT_1_soma.tif:dendrite 3 background:1,0.000,5.000,0.000,5.000,5.000,5.000,69.341,21.143,0.258,5.000,5.000,3,0.000
10,MAX_SURF4_WT_1_soma.tif:AIS:1,8.167,3.557,0.627,3.008,3.000,7.133,0.000,0.000,29.051,3.357,562.048,0,35.808
11,MAX_SURF4_WT_1_soma.tif:AIS background:1,8.167,3.190,0.478,3.005,3.000,5.765,0.000,0.000,26.048,3.000,503.958,0,35.808
