 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen,Length
1,MAX_BCAP31-biotin_GFP_3_soma.tif:cell body:1,170.929,74.654,23.196,84.000,9.000,165.000,12760.521,78.000,246880.000,0.000
2,MAX_BCAP31-biotin_GFP_3_soma.tif:nucleus:1,54.323,87.499,12.890,86.000,52.000,145.000,4753.201,86.000,91961.000,0.000
3,MAX_BCAP31-biotin_GFP_3_soma.tif:cytoplasm:1,116.606,68.670,24.469,72.000,9.000,165.000,8007.320,71.000,154919.000,0.000
4,MAX_BCAP31-biotin_GFP_3_soma.tif:dendrite 1:1,6.823,25.002,12.253,16.800,8.841,73.525,170.581,21.472,3300.268,29.981
5,MAX_BCAP31-biotin_GFP_3_soma.tif:dendrite 1 background:1,6.823,14.022,11.435,6.869,5.143,85.467,95.669,9.882,1850.923,29.981
6,MAX_BCAP31-biotin_GFP_3_soma.tif:dendrite 2:1,5.841,26.120,9.082,20.062,11.609,60.235,152.560,23.736,2951.606,25.706
7,MAX_BCAP31-biotin_GFP_3_soma.tif:dendrite 2 background:1,5.841,9.391,6.350,5.682,4.390,55.290,54.850,7.751,1061.196,25.706
8,MAX_BCAP31-biotin_GFP_3_soma.tif:dendrite 3:1,6.047,58.503,13.409,49.510,31.208,96.737,353.792,57.018,6844.865,26.473
9,MAX_BCAP31-biotin_GFP_3_soma.tif:dendrite 3 background:1,6.047,13.165,8.512,5.004,4.009,43.224,79.615,12.624,1540.318,26.473
10,MAX_BCAP31-biotin_GFP_3_soma.tif:AIS:1,7.856,13.036,6.318,6.265,5.000,35.834,102.416,11.581,1981.459,34.568
11,MAX_BCAP31-biotin_GFP_3_soma.tif:AIS background:1,7.856,6.359,2.280,5.015,4.330,19.579,49.960,5.615,966.586,34.568
