 ,Label,Area,Mean,StdDev,Mode,Min,Max,IntDen,Median,RawIntDen
1,MAX_SURF4_Mut2_5_GC.tif:growth cone:1,6.151,5.462,1.254,5,3,9,33.597,5,650
2,MAX_SURF4_Mut2_5_GC.tif:growth cone background:1,6.151,3.765,1.247,3,3,12,23.156,4,448
